Player,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
"Jonathan Spector

West Ham, 34, D(CR),DMC",10(4),928,1,-,0.6,0.4,0.4,1.1,-,0.8,1.5,6.39
"Adlène Guédioura

Wolves, 34, M(C)",4(6),367,1,1,1.5,0.5,0.5,1.2,-,1.3,0.7,6.39
"Jack Rodwell

Everton, 29, D(C),M(C)",14(10),1412,-,1,1.3,0.3,0.3,0.5,-,0.7,0.5,6.37
"Diomansy Kamara

Fulham, 39, M(L)",7(3),536,2,-,1.7,0.8,0.2,0.5,1.4,3.1,1.5,6.37
"Barry Bannan

Aston Villa, 30, M(CLR)",7(5),637,-,1,0.6,0.7,0.3,-,-,0.4,0.6,6.37
"Carlos Vela

Arsenal, 31, M(CLR),FW",0(4),60,1,-,0.8,0.3,0.8,-,-,0.5,0.3,6.36
"Ricardo Fuller

Stoke, 40, FW",9(19),1086,4,1,1.5,0.4,0.6,0.5,0.3,1.5,1,6.36
"Emmanuel Adebayor

Man City, 36, FW",2(6),241,1,-,1,0.3,1,0.1,1,0.6,1,6.36
"Federico Macheda

Man Utd, 29, FW",2(5),217,1,-,0.1,0.7,0.3,0.6,0.4,1.1,0.4,6.35
"Matthew Briggs

Fulham, 29, D(L)",3,198,-,-,0.3,0.3,0.3,0.7,-,1,0.7,6.35
"Shaun Wright-Phillips

Man City, 38, M(LR)",2(5),202,-,-,0.9,0.3,1,0.9,0.3,1.1,0.7,6.35
"Ryan Taylor

Newcastle, 36, DMC",3(3),278,-,1,2.2,0.8,-,0.3,-,0.2,0.7,6.34
"Roque Santa Cruz

Blackburn, 39, FW",7(2),541,-,-,1.1,0.7,-,0.3,0.2,0.3,2,6.34
"Jean Makoun

Aston Villa, 37, M(C)",7,554,-,-,0.3,1,0.1,1.1,-,0.9,1.6,6.34
"David N'Gog

Liverpool, 31, FW",9(16),1058,2,1,1.3,0.7,0.4,1,0.2,1.9,2,6.33
"Robert Pires

Aston Villa, 46, AM(L)",2(7),249,-,-,0.7,0.7,0.3,0.6,-,0.3,0.3,6.33
"Rob Edwards

Blackpool, 37, Defender",1(1),106,-,-,0.5,-,-,-,-,-,-,6.33
"David Murphy

Birmingham, 36, D(L)",3(7),420,-,-,0.3,0.2,-,0.3,0.1,0.6,0.2,6.32
"Grant Hanley

Blackburn, 28, D(C)",5(2),443,-,-,0.6,0.1,-,0.1,-,-,-,6.32
"Victor Anichebe

Everton, 32, M(L),FW",8(8),771,-,-,0.9,0.6,0.4,1.6,0.3,1.4,1.1,6.32
"Franco Di Santo

Wigan, 31, AM(CLR),FW",9(16),915,1,2,1.1,0.4,0.4,0.7,0.6,1.5,1.1,6.32
"Kieron Dyer

West Ham, 41, D(C)",8(3),608,-,-,0.8,1,0.7,0.7,1.4,2,0.9,6.32
"Cristian Riveros

Sunderland, 37, M(C)",5(7),498,1,-,0.6,0.2,0.1,0.8,-,0.3,0.3,6.31
"Scott Carson

West Brom, 35, GK",32,2880,-,-,-,-,-,0.1,-,-,-,6.31
"Salif Diao

Stoke, 43, M(CR)",3(5),235,-,-,0.3,-,-,-,-,0.5,0.1,6.31
"Tamir Cohen

Bolton, 36, M(CR)",3(5),320,1,-,1,0.1,0.1,0.1,0.1,0.8,0.3,6.31
"Benjani

Blackburn, 42, FW",6(12),660,3,-,1,0.4,0.4,0.2,0.6,0.8,0.9,6.31
"Conor Sammon

Wigan, 33, FW",1(6),209,1,-,1.1,0.7,0.1,0.1,-,0.9,0.9,6.31
"Marc-Antoine Fortuné

West Brom, 39, AM(R),FW",14(11),1117,2,1,0.9,0.4,0.4,0.6,1,1.4,1.4,6.30
"James McArthur

Wigan, 32, M(CLR)",3(15),542,-,-,0.3,0.3,0.2,0.2,-,0.6,0.3,6.30
"Alan Smith

Newcastle, 39, M(C)",7(4),579,-,-,0.3,0.2,0.1,1.1,-,0.3,0.5,6.29
"Julien Faubert

West Ham, 37, D(R),M(R)",7(2),612,-,-,0.3,0.7,0.4,0.3,0.2,0.6,0.7,6.29
"Steven Mouyokolo

Wolves, 33, D(CL),DMC",2(2),159,-,-,0.3,-,-,-,-,-,-,6.29
"Robbie Keane

West Ham, 40, FW",5(4),486,2,-,1.3,1,0.3,-,0.4,1.3,1,6.29
"Garry O'Connor

Birmingham, 37, FW",2(1),151,-,-,2.7,1.3,-,0.7,0.7,1.7,1.7,6.29
"Michael Owen

Man Utd, 40, FW",1(10),229,2,-,0.4,0.2,0.3,0.1,-,0.2,0.5,6.28
"Giles Barnes

West Brom, 32, AM(CLR),FW",1(13),310,-,-,0.4,0.7,0.4,0.6,-,0.4,0.7,6.28
"Jô

Man City, 33, FW",3(9),343,-,-,0.6,0.2,0.3,0.3,0.3,0.6,1.3,6.28
"Gary Neville

Man Utd, 45, D(R)",3,207,-,-,-,-,-,0.3,-,-,0.3,6.28
"Simon Cox

West Brom, 33, M(C),FW",8(11),768,1,-,1.1,0.6,0.2,0.5,-,0.6,0.7,6.27
"Milan Jovanovic

Liverpool, 39, AM(L)",5(5),462,-,-,0.3,0.7,0.6,0.7,0.1,1.4,1.2,6.27
"Bebé

Man Utd, 30, AM(LR),FW",0(2),75,-,-,1,0.5,-,1.5,-,0.5,1,6.27
"Josh Morris

Blackburn, 28, AM(LR)",0(4),84,-,1,-,0.5,-,0.8,-,0.3,-,6.27
"Apostolos Vellios

Everton, 28, FW",0(3),30,-,-,0.7,0.7,-,-,0.7,-,0.7,6.27
"John Carew

Aston Villa, 41, AM(L),FW",6(4),536,-,-,2,0.8,0.6,0.8,0.5,1.6,2.6,6.27
"Ivan Klasnic

Bolton, 40, AM(L),FW",0(22),313,4,1,1,0.3,0.1,0.2,0.2,0.3,0.6,6.26
"Chris Herd

Aston Villa, 31, D(C)",1(5),107,-,-,-,-,-,0.7,-,-,0.2,6.26
"Ryan Babel

Liverpool, 33, M(LR),FW",1(8),193,1,-,0.9,0.3,0.2,0.2,0.6,0.8,1,6.26
"Jonjo Shelvey

Liverpool, 28, M(C)",0(15),321,-,1,0.5,0.3,0.1,0.1,0.1,0.3,0.3,6.25
"Alessandro Diamanti

West Ham, 37, M(CR),FW",0(1),17,-,-,2,3,-,1,-,-,-,6.25
"Amine Linganzi

Blackburn, 30, Midfielder",0(1),38,-,-,-,-,-,-,-,-,1,6.25
"Tomasz Kuszczak

Man Utd, 38, GK",5,450,-,-,-,-,-,-,-,0.2,-,6.24
"Brett Ormerod

Blackpool, 43, Forward",6(13),702,1,2,0.7,0.2,0.1,0.4,0.5,0.6,0.6,6.21
"Kazenga LuaLua

Newcastle, 29, AM(L),FW",0(2),47,-,-,-,0.5,0.5,-,-,1,1.5,6.21
"David Carney

Blackpool, 36, D(L)",5(6),490,-,-,0.7,0.2,0.3,0.2,0.2,0.5,0.5,6.21
"Robbie Blake

Bolton, 44, AM(CL)",0(8),43,1,-,0.1,-,-,-,-,0.1,0.1,6.20
"Josh McEachran

Chelsea, 27, M(C)",1(8),172,-,-,0.2,0.3,0.3,-,-,0.7,0.2,6.20
"Zavon Hines

West Ham, 31, AM(L)",4(5),402,-,-,1.8,0.2,0.3,1.4,0.4,1.7,1.7,6.19
"Nile Ranger

Newcastle, 29, FW",1(23),563,-,1,0.8,0.5,0.2,0.5,0.3,0.6,0.8,6.19
"Stephen Ireland

Aston Villa, 34, M(C)",6(4),504,-,-,0.8,0.4,0.3,1,0.1,0.8,1,6.19
"Kevin Phillips

Birmingham, 47, FW",5(9),485,1,-,1,-,0.2,0.5,0.4,0.8,0.6,6.19
"Nathan Eccleston

Liverpool, 29, Forward",0(1),9,-,-,-,-,1,-,-,-,-,6.18
"Sol Campbell

Newcastle, 45, D(L)",4(3),406,-,-,0.1,0.1,-,-,-,-,0.6,6.18
"Jay Emmanuel-Thomas

Arsenal, 29, FW",0(1),9,-,-,-,1,-,-,-,-,1,6.17
"Jordan Cook

Sunderland, 30, M(C)",0(3),27,-,-,0.3,0.3,-,0.3,-,-,0.7,6.16
"Jason Euell

Blackpool, 43, Forward",1(2),105,-,-,1.3,-,-,0.3,-,1,1,6.16
"Michael Kightly

Wolves, 34, M(LR)",1(3),160,-,-,0.8,0.5,0.5,0.3,-,0.3,1,6.16
"Eddie Johnson

Fulham, 36, FW",1(10),213,-,-,0.5,0.2,0.1,0.6,0.2,0.9,0.5,6.15
"Michael Tonge

Stoke, 37, DMC",0(2),25,-,-,-,-,-,-,-,0.5,0.5,6.15
"Danny Pugh

Stoke, 37, D(L),M(L)",5(5),522,-,-,0.2,0.3,-,0.5,0.2,0.2,0.5,6.14
"Owen Hargreaves

Man Utd, 39, Midfielder",1,10,-,-,-,-,-,-,-,-,-,6.14
"Sergei Kornilenko

Blackpool, 37, FW",3(3),180,-,-,0.8,0.2,0.2,0.3,0.2,0.7,1,6.14
"Michael Bradley

Aston Villa, 33, D(C),M(C)",0(3),28,-,-,-,0.3,-,-,-,-,-,6.14
"Giovani dos Santos

Tottenham, 31, AM(CLR),FW",0(3),42,-,-,-,0.3,0.3,0.7,-,0.3,-,6.12
"Herold Goulon

Blackburn, 32, D(C),DMC,M(R)",1(3),57,-,-,0.3,-,0.5,-,-,0.8,-,6.12
"Obafemi Martins

Birmingham, 35, FW",3(1),250,-,-,0.3,0.3,0.5,1,0.8,1.8,2,6.12
"Eric Lichaj

Aston Villa, 31, D(CLR),M(LR)",3(2),273,-,-,0.8,0.2,0.2,0.4,-,0.2,1,6.12
"Daniel Sturridge

Chelsea, 31, M(R),FW",0(13),147,-,-,1,0.2,0.2,0.3,-,0.2,0.3,6.11
"Gaël Kakuta

Chelsea, 29, M(CLR)",1(4),121,-,-,0.8,0.4,0.4,0.4,-,0.6,0.4,6.10
"Stephen Ireland

Newcastle, 34, M(C)",0(2),49,-,-,1,-,-,-,-,0.5,-,6.10
"Andy O'Brien

Bolton, 41, D(C)",1(1),42,-,-,-,-,-,-,-,-,-,6.09
"Mamady Sidibe

Stoke, 40, AM(L),FW",0(2),40,-,-,0.5,-,-,-,-,0.5,1,6.09
"Paul Rachubka

Blackpool, 39, GK",1(1),124,-,-,-,-,-,0.5,-,-,-,6.09
"Wayne Bridge

Man City, 40, D(L)",1(2),148,-,-,-,-,1,-,-,1.3,1,6.09
"Andy Reid

Blackpool, 38, M(CL)",2(3),191,-,-,1.6,1.2,0.8,0.4,-,1.4,1.8,6.08
"Adam Forshaw

Everton, 28, M(C)",0(1),7,-,-,-,-,-,-,-,-,-,6.08
"Ryan McGivern

Man City, 30, Defender",0(1),20,-,-,1,-,-,-,-,-,2,6.08
"Ishmael Miller

West Brom, 33, FW",0(6),96,-,-,0.5,0.3,-,1,-,0.2,0.3,6.08
"Frank Nouble

West Ham, 28, AM(CLR),FW",0(2),2,-,-,-,-,0.5,0.5,-,0.5,-,6.07
"Mauro Boselli

Wigan, 35, FW",5(3),495,-,-,1.9,0.4,-,0.3,0.5,1.1,1.1,6.06
"Sam Vokes

Wolves, 30, FW",0(2),28,-,-,-,0.5,-,-,-,0.5,0.5,6.06
"Robbie Keane

Tottenham, 40, FW",2(5),223,-,-,0.9,0.3,-,0.1,0.3,0.6,0.6,6.05
"Marcos Angeleri

Sunderland, 37, D(CR)",0(2),5,-,-,-,-,-,-,-,-,-,6.05
"Chris Wood

West Brom, 28, FW",0(1),8,-,-,-,1,-,-,-,-,1,6.05
"Kagisho Dikgacoi

Fulham, 35, M(C)",0(1),4,-,-,-,-,-,-,-,-,-,6.05
"Matt Derbyshire

Birmingham, 34, AM(L),FW",4(9),462,-,-,0.6,0.2,0.2,0.5,0.5,0.7,1.1,6.04
"Reece Wabara

Man City, 28, D(LR)",0(1),2,-,-,-,-,-,-,-,-,-,6.04
"Rubén Rochina

Blackburn, 29, M(CLR)",1(3),117,-,-,0.3,0.3,0.8,1,-,2,-,6.04
"Pascal Chimbonda

Blackburn, 41, D(CR)",3(3),364,-,-,0.7,0.5,-,0.8,-,0.3,0.5,6.02
"Shefki Kuqi

Newcastle, 43, Forward",0(6),23,-,-,-,-,-,-,-,0.3,-,6.02
"Andy Reid

Sunderland, 38, M(CL)",0(2),12,-,-,-,-,-,-,-,-,0.5,6.02
"Craig Lynch

Sunderland, 28, Forward",0(2),28,-,-,0.5,0.5,-,-,-,0.5,0.5,6.02
"Eidur Gudjohnsen

Stoke, 41, AM(C),FW",0(4),63,-,-,0.3,-,-,-,-,0.5,0.5,6.02
"Louis Laing

Sunderland, 27, Defender",0(1),2,-,-,-,-,-,-,-,-,-,6.01
"Sammy Ameobi

Newcastle, 28, AM(CLR),FW",0(1),7,-,-,-,-,-,-,-,-,-,6.01
"Abdul Razak

Man City, 27, DMC",0(1),1,-,-,-,-,-,-,-,-,-,6.00
"Dan Gosling

Newcastle, 30, M(C)",0(1),1,-,-,-,-,-,-,-,1,-,6.00
"Kyle Walker

Tottenham, 30, D(CR),M(R)",0(1),3,-,-,-,-,-,-,-,-,-,6.00
"Martyn Waghorn

Sunderland, 30, AM(CR),FW",0(2),6,-,-,0.5,-,-,-,-,-,-,6.00
"Ryan Noble

Sunderland, 29, Forward",0(3),61,-,-,1.7,-,-,0.3,-,1,0.7,6.00
"Benni McCarthy

West Ham, 42, FW",0(6),74,-,-,0.2,0.2,-,-,-,0.5,0.2,6.00
"Callum McManaman

Wigan, 29, AM(CLR),FW",0(3),12,-,-,-,-,-,-,-,-,-,5.99
"Andreas Weimann

Aston Villa, 29, AM(CLR),FW",0(1),3,-,-,-,-,-,-,-,1,-,5.99
"Dani Pacheco

Liverpool, 29, Forward",0(1),4,-,-,-,-,-,-,-,-,-,5.99
"Greg Halford

Wolves, 35, D(CR),M(CR),FW",0(2),20,-,-,0.5,-,-,-,-,-,-,5.99
"Keith Andrews

Blackburn, 39, M(C)",2(3),225,-,-,0.2,0.2,0.2,0.6,-,0.4,0.2,5.98
"Jose Baxter

Everton, 28, Midfielder",0(1),12,-,-,2,-,-,-,-,1,-,5.98
"Marcus Bent

Wolves, 42, Forward",0(3),12,-,-,-,-,-,-,-,-,-,5.96
"Bjørn Helge Riise

Fulham, 37, D(R),DMC",0(3),26,-,-,-,-,-,-,-,0.7,0.7,5.94
"Roman Bednar

West Brom, 37, Forward",1(3),128,-,-,-,0.3,-,-,0.8,0.5,0.8,5.92
"Roque Santa Cruz

Man City, 39, FW",0(1),24,-,-,-,-,-,-,-,1,1,5.91
"Andy Keogh

Wolves, 34, FW",0(1),40,-,-,-,1,-,-,-,-,3,5.90
"James Vaughan

Everton, 32, FW",0(1),16,-,-,-,-,-,-,-,1,1,5.83
"Chris Kirkland

Wigan, 39, GK",4,332,-,-,-,-,-,-,-,-,0.3,5.26
